Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Risk_Level,Age_Group
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9,High Risk (8-10),20
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,7,Medium Risk (6-7),22
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,Low Risk (1-5),19
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,Medium Risk (6-7),21
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7,Medium Risk (6-7),20
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,Low Risk (1-5),22
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,Medium Risk (6-7),19
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,High Risk (8-10),21
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,Low Risk (1-5),20
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,Medium Risk (6-7),22
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,High Risk (8-10),19
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,Medium Risk (6-7),21
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,Low Risk (1-5),20
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,Medium Risk (6-7),22
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,Medium Risk (6-7),19
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,Low Risk (1-5),21
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Low Risk (1-5),20
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,Medium Risk (6-7),22
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7,Medium Risk (6-7),19
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,Medium Risk (6-7),21
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,High Risk (8-10),20
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,Low Risk (1-5),22
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8,High Risk (8-10),19
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,Medium Risk (6-7),21
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,Medium Risk (6-7),20
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,Low Risk (1-5),22
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,Low Risk (1-5),19
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,Medium Risk (6-7),21
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,Medium Risk (6-7),20
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,Medium Risk (6-7),22
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,High Risk (8-10),19
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,Low Risk (1-5),21
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,High Risk (8-10),20
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,Medium Risk (6-7),22
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,Medium Risk (6-7),19
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,Low Risk (1-5),21
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,Low Risk (1-5),20
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,Medium Risk (6-7),22
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,Medium Risk (6-7),19
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Medium Risk (6-7),21
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,High Risk (8-10),20
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,Low Risk (1-5),22
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,High Risk (8-10),19
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,Medium Risk (6-7),21
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,Medium Risk (6-7),20
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,Low Risk (1-5),22
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,Low Risk (1-5),19
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,Medium Risk (6-7),21
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,Medium Risk (6-7),20
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,Medium Risk (6-7),22
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,High Risk (8-10),19
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,Low Risk (1-5),21
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,High Risk (8-10),20
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,Medium Risk (6-7),22
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,Medium Risk (6-7),19
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,Low Risk (1-5),21
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,Low Risk (1-5),20
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,Medium Risk (6-7),22
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,Medium Risk (6-7),19
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,Medium Risk (6-7),21
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,High Risk (8-10),20
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,Low Risk (1-5),22
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,High Risk (8-10),19
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,Medium Risk (6-7),21
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,Medium Risk (6-7),20
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,Low Risk (1-5),22
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,Low Risk (1-5),19
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,Medium Risk (6-7),21
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,Medium Risk (6-7),20
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,Medium Risk (6-7),22
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,High Risk (8-10),19
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,Low Risk (1-5),21
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,High Risk (8-10),20
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,Medium Risk (6-7),22
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,Medium Risk (6-7),19
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,Low Risk (1-5),21
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,Low Risk (1-5),20
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,Medium Risk (6-7),22
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,Medium Risk (6-7),19
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,Medium Risk (6-7),21
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,High Risk (8-10),20
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,Low Risk (1-5),22
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,High Risk (8-10),19
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,Medium Risk (6-7),21
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,Medium Risk (6-7),20
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,Low Risk (1-5),23
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,High Risk (8-10),19
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,High Risk (8-10),22
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,Low Risk (1-5),21
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),24
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),20
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,High Risk (8-10),22
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,Low Risk (1-5),19
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,Medium Risk (6-7),23
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,High Risk (8-10),21
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,Low Risk (1-5),24
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,High Risk (8-10),20
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,Medium Risk (6-7),22
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,Low Risk (1-5),19
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,High Risk (8-10),23
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,Low Risk (1-5),21
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),24
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,Low Risk (1-5),20
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,Medium Risk (6-7),22
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,High Risk (8-10),19
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,Low Risk (1-5),23
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,High Risk (8-10),21
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,Medium Risk (6-7),24
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,High Risk (8-10),20
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,Medium Risk (6-7),21
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,Low Risk (1-5),23
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,High Risk (8-10),20
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,Low Risk (1-5),22
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,High Risk (8-10),19
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),24
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,Low Risk (1-5),21
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,High Risk (8-10),23
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,Low Risk (1-5),20
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,High Risk (8-10),22
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,Low Risk (1-5),19
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,Medium Risk (6-7),24
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,High Risk (8-10),21
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Low Risk (1-5),23
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),20
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,Medium Risk (6-7),22
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,High Risk (8-10),19
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),24
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,Medium Risk (6-7),21
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,High Risk (8-10),23
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,Low Risk (1-5),20
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,High Risk (8-10),22
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),19
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,Low Risk (1-5),24
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,High Risk (8-10),21
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Low Risk (1-5),23
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,High Risk (8-10),20
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),22
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,Medium Risk (6-7),19
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,High Risk (8-10),24
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Low Risk (1-5),21
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,High Risk (8-10),23
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),20
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,High Risk (8-10),22
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,Low Risk (1-5),19
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,Medium Risk (6-7),24
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,High Risk (8-10),21
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,Low Risk (1-5),23
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,High Risk (8-10),20
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),22
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,Low Risk (1-5),19
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,High Risk (8-10),24
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Low Risk (1-5),21
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,High Risk (8-10),23
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),20
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Medium Risk (6-7),22
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,High Risk (8-10),19
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,Low Risk (1-5),24
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,High Risk (8-10),21
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),23
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,High Risk (8-10),22
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,Low Risk (1-5),20
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,Medium Risk (6-7),23
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,High Risk (8-10),21
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,Low Risk (1-5),24
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,High Risk (8-10),19
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),22
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,Low Risk (1-5),20
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,High Risk (8-10),23
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Low Risk (1-5),21
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,High Risk (8-10),24
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),19
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,Medium Risk (6-7),22
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,High Risk (8-10),20
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Low Risk (1-5),23
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,High Risk (8-10),21
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),24
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),19
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,Low Risk (1-5),22
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,Medium Risk (6-7),20
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,High Risk (8-10),23
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,Low Risk (1-5),21
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,High Risk (8-10),24
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),19
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,Low Risk (1-5),22
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,High Risk (8-10),20
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Low Risk (1-5),23
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),21
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),24
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Medium Risk (6-7),19
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,High Risk (8-10),22
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,Low Risk (1-5),20
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,High Risk (8-10),23
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),21
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,High Risk (8-10),24
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,Low Risk (1-5),19
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,Medium Risk (6-7),22
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,High Risk (8-10),20
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,Low Risk (1-5),23
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,High Risk (8-10),21
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),24
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,Low Risk (1-5),19
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),22
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Low Risk (1-5),20
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,High Risk (8-10),23
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,Low Risk (1-5),21
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Medium Risk (6-7),24
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,High Risk (8-10),19
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Low Risk (1-5),22
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,High Risk (8-10),20
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),23
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,High Risk (8-10),21
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,Low Risk (1-5),24
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,Medium Risk (6-7),19
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,High Risk (8-10),22
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,Low Risk (1-5),20
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,High Risk (8-10),23
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,Medium Risk (6-7),21
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,Low Risk (1-5),24
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,High Risk (8-10),19
